Year,Composer,Lyricist,Song,Lyrics,Decade,Composer_first_name,Composer_last_name,Lyricist_first_name,Lyricist_last_name
2001,عمرو دياب,أيمن بهجت قمر,كان طيب,"['خلاص', 'بقي', 'بيتكلم', 'يرحم', 'زمن', 'السكوت', 'كبر', 'قوام', 'واتعلم', 'وخلاص', 'طلعله', 'صوت', 'طيب', 'حنين', 'اتاريه', 'كداب', 'كبير', 'مبين', 'خدعنا', 'سنين', 'كتير', 'طيب', 'حنين', 'اتاريه', 'كداب', 'كبير', 'مبين', 'خدعنا', 'سنين', 'كتير', 'خدعنا', 'واحده', 'واحده', 'وجرحنا', 'واحده', 'واتعلم', 'يطير', 'خلاص', 'بقي', 'بيتكلم', 'يرحم', 'زمن', 'السكوت', 'كبر', 'قوام', 'واتعلم', 'وخلاص', 'طلعله', 'صوت', 'يفتكر', 'زمان', 'زمان', 'عايش', 'ايدينا', 'وحنينين', 'يفتكر', 'زمان', 'زمان', 'عايش', 'ايدينا', 'وحنينين', 'طيب', 'حنين', 'اتاريه', 'كداب', 'كبير', 'مبين', 'خدعنا', 'سنين', 'كتير', 'طيب', 'حنين', 'اتاريه', 'كداب', 'كبير', 'مبين', 'خدعنا', 'سنين', 'كتير', 'غلطه', 'وعدت', 'خلاص', 'خلاص', 'هنعمل', 'الناس', 'بريئه', 'الدنيا', 'غلطه', 'وعدت', 'خلاص', 'خلاص', 'هنعمل', 'الناس', 'بريئه', 'الدنيا', 'طيب', 'حنين', 'اتاريه', 'كداب', 'كبير', 'مبين', 'خدعنا', 'سنين', 'كتير', 'طيب', 'حنين', 'اتاريه', 'كداب', 'كبير', 'مبين', 'خدعنا', 'سنين', 'كتير', 'خدعنا', 'واحده', 'واحده', 'وجرحنا', 'واحده', 'واتعلم', 'يطير', 'خلاص', 'بقي', 'بيتكلم', 'يرحم', 'زمن', 'السكوت', 'كبر', 'قوام', 'واتعلم', 'وخلاص', 'طلعله', 'صوت', 'طيب', 'حنين', 'اتاريه', 'كداب', 'كبير', 'مبين', 'خدعنا', 'سنين', 'كتير', 'طيب', 'حنين', 'اتاريه', 'كداب', 'كبير', 'مبين', 'خدعنا', 'سنين', 'كتير', 'طيب', 'حنين', 'اتاريه', 'كداب', 'كبير', 'مبين', 'خدعنا', 'سنين', 'كتير']",Early 2000s,عمرو,دياب,أيمن,بهجت قمر
2001,"خالد عز
",محمد رفاعي,بعد الليالي,"['الليالي', 'الليالي', 'الليالي', 'والايام', 'شوقي', 'والله', 'يهون', 'البعد', 'بشتقلك', 'غالي', 'فين', 'بنده', 'والله', 'وحشوني', 'كتير', 'عينيك', 'معقول', 'نسيت', 'الوعد', 'هان', 'حبي', 'ليك', 'سنين', 'بعاد', 'وغياب', 'وهان', 'قلبي', 'ترميه', 'نار', 'وعذاب', 'ارجع', 'ليا', 'خلاص', 'قادر', 'حبيبي', 'رد', 'كلام', 'قادر', 'حبيبي', 'والله', 'بحبه', 'وهفضل', 'احبه', 'حبيبي', 'قرب', 'خلي', 'لبعدك', 'حبيبي', 'ارجع', 'ليا', 'خلاص', 'قادر', 'حبيبي', 'رد', 'كلام', 'قادر', 'حبيبي', 'والله', 'بحبه', 'وهفضل', 'احبه', 'حبيبي', 'قرب', 'خلي', 'لبعدك', 'حبيبي', 'الليالي', 'والايام', 'شوقي', 'والله', 'يهون', 'البعد', 'الليالي', 'فات', 'قدرت', 'انساك', 'الدنيا', 'حبيبي', 'بعيد', 'وخداك', 'قادر', 'نسيانك', 'حبيبي', 'الدنيا', 'هيملي', 'حبيبي', 'والله', 'بحبه', 'وهفضل', 'احبه', 'حبيبي', 'ارتاح', 'احضانك', 'حبيبي', 'قادر', 'نسيانك', 'حبيبي', 'الدنيا', 'هيملي', 'حبيبي', 'والله', 'بحبه', 'وهفضل', 'احبه', 'حبيبي', 'ارتاح', 'احضانك', 'حبيبي', 'الليالي', 'والايام', 'شوقي', 'والله', 'يهون', 'البعد']",Early 2000s,خالد,عز,محمد,رفاعي
2001,عمرو مصطفى,خالد تاج,قلت إيه,"['الوداع', 'قرب', 'قرب', 'تعالي', 'خليك', 'حضني', 'حاول', 'تفتكر', 'وبتحبني', 'خليك', 'حضني', 'حاول', 'تفتكر', 'قالك', 'بعتك', 'صدقته', 'والله', 'حبك', 'عمري', 'قلت', 'استني', 'تسيبنيش', 'مستعجله', 'تحن', 'ذكري', 'حبنا', 'هتنسي', 'الحضن', 'ياما', 'اشتقتله', 'قرب', 'كمان', 'عمرك', 'واحلامك', 'قالك', 'بعتك', 'صدقته', 'والله', 'حبك', 'عمري', 'قلت', 'قالك', 'بعتك', 'صدقته', 'والله', 'حبك', 'عمري', 'قلت', 'الوداع', 'قرب', 'قرب', 'تعالي', 'خليك', 'حضني', 'حاول', 'تفتكر', 'وبتحبني', 'خليك', 'حضني', 'حاول', 'تفتكر', 'الوداع', 'قرب', 'قرب', 'تعالي', 'خليك', 'حضني', 'حاول', 'تفتكر', 'وبتحبني', 'خليك', 'حضني', 'حاول', 'تفتكر']",Early 2000s,عمرو,مصطفى,خالد,تاج
2001,البدري كلباش,أيمن بهجت قمر,ولا ليلة,"['ليله', 'اجمل', 'ليله', 'ايديا', 'حبيبي', 'سنين', 'ليله', 'اجمل', 'ليله', 'ايديا', 'حبيبي', 'سنين', 'حبيبي', 'اغلي', 'حبيبي', 'النهارده', 'القمر', 'حيله', 'ليله', 'اجمل', 'ليله', 'ايديا', 'حبيبي', 'سنين', 'كلمه', 'واحده', 'سمعتها', 'تنور', 'سنيني', 'اعمل', 'كلامه', 'سحر', 'بيناديني', 'الجمال', 'احلي', 'احلي', 'صوره', 'عمري', 'والله', 'شفت', 'ليله', 'اجمل', 'ليله', 'ايديا', 'حبيبي', 'سنين', 'العيون', 'خيالي', 'الشفايف', 'احلي', 'بالي', 'ابتسامته', 'ضحكته', 'وصوته', 'وسكوته', 'حاجه', 'حبيبتي', 'ومكتوبه', 'ليله', 'اجمل', 'ليله', 'ايديا', 'حبيبي', 'سنين', 'ليله', 'اجمل', 'ليله', 'ايديا', 'حبيبي', 'سنين', 'ليله', 'اجمل', 'ليله', 'ايديا', 'حبيبي', 'سنين', 'حبيبي', 'اغلي', 'حبيبي', 'النهارده', 'القمر', 'حيله', 'ليله', 'اجمل', 'ليله', 'ايديا', 'حبيبي', 'سنين']",Early 2000s,البدري,كلباش,أيمن,بهجت قمر
2001,عمرو دياب,بهاء الدين محمد,أديني رجعتلك,"['ناديتي', 'بشوق', 'ناديت', 'قولتيلي', 'تعالي', 'جيت', 'هعتبك', 'فات', 'هلوم', 'عليكي', 'اديني', 'رجعت', 'اديني', 'اديكي', 'كفايه', 'دموع', 'بقي', 'عارف', 'اشوف', 'عنيكي', 'اديني', 'رجعت', 'اديني', 'اديكي', 'كفايه', 'دموع', 'بقي', 'عارف', 'اشوف', 'عنيكي', 'ناديتي', 'بشوق', 'ناديت', 'قولتيلي', 'تعالي', 'جيت', 'هعتبك', 'فات', 'هلوم', 'عليكي', 'وقوليلهم', 'ندهاني', 'وحشته', 'وجاني', 'هيحصل', 'هبعد', 'قوليلهم', 'ندهاني', 'وحشته', 'وجاني', 'هيحصل', 'هبعد', 'ناديتي', 'بشوق', 'ناديت', 'قولتيلي', 'تعالي', 'جيت', 'هعتبك', 'فات', 'هلوم', 'عليكي', 'قولي', 'لقلبك', 'يسمعني', 'دمعه', 'مرجعني', 'تنادي', 'وتبكي', 'الشوق', 'هيرجعني', 'قولي', 'لقلبك', 'يسمعني', 'دمعه', 'مرجعني', 'تنادي', 'وتبكي', 'الشوق', 'هيرجعني', 'ناديتي', 'بشوق', 'ناديت', 'قولتيلي', 'تعالي', 'جيت', 'هعتبك', 'فات', 'هلوم', 'عليكي', 'مشتاق', 'لضحكتك', 'اجمل', 'ذكرياتي', 'خديني', 'لجنتك', 'اغلي', 'حياتي', 'اديني', 'رجعت', 'اديني', 'اديكي', 'كفايه', 'دموع', 'بقي', 'عارف', 'اشوف', 'عنيكي', 'اديني', 'رجعت', 'اديني', 'اديكي', 'كفايه', 'دموع', 'بقي', 'عارف', 'اشوف', 'عنيكي', 'اديني', 'رجعت', 'اديني', 'اديكي', 'كفايه', 'دموع', 'بقي', 'عارف', 'اشوف', 'عنيكي', 'اديني', 'رجعت', 'اديني', 'اديكي', 'كفايه', 'دموع', 'بقي', 'عارف', 'اشوف', 'عنيكي']",Early 2000s,عمرو,دياب,بهاء,الدين محمد
2001,عمرو مصطفى,أيمن بهجت قمر,صدقني خلاص,"['صدقني', 'خلاص', 'الناس', 'حبيتك', 'واخترتك', 'ليا', 'طول', 'وياك', 'قدامي', 'ملاك', 'خلتني', 'اغمضش', 'عينيا', 'الله', 'سلام', 'عينيك', 'احلي', 'كلام', 'قرب', 'قلبي', 'وقلبك', 'سوا', 'يتلاقوا', 'الدنيا', 'مليتها', 'عليا', 'الحب', 'ماحدش', 'داقه', 'قرب', 'ماتقدر', 'قرب', 'الدنيا', 'مليتها', 'عليا', 'مخلوق', 'علشاني', 'ارق', 'الناس', 'عينيك', 'احساس', 'بياخدني', 'معاه', 'بنسي', 'الدنيا', 'بايديك', 'غالي', 'متضيعش', 'ياريت', 'ثانيه', 'الله', 'سلام', 'عينيك', 'احلي', 'كلام', 'قرب', 'قلبي', 'وقلبك', 'سوا', 'يتلاقوا', 'الدنيا', 'مليتها', 'عليا', 'الحب', 'ماحدش', 'داقه', 'قرب', 'تقدر', 'قرب', 'الدنيا', 'مليتها', 'عليا', 'مخلوق', 'علشاني', 'حبيبي', 'قرب', 'حبيبي', 'قلبي', 'وقلبك', 'سوا', 'يتلاقوا', 'محتاجلك', 'تفضل', 'جنبي', 'حبيبي', 'قرب', 'ماتقدر', 'قرب', 'قرب', 'قلبي', 'وقلبك', 'سوا', 'يتلاقوا', 'محتاجلك', 'تفضل', 'جنبي', 'حبيبي']",Early 2000s,عمرو,مصطفى,أيمن,بهجت قمر
2001,عمرو مصطفى,أيمن بهجت قمر,أحبك أكرهك,"['احبك', 'اكرهك', 'اسيبك', 'اندهك', 'اعلق', 'بيكي', 'اعمل', 'فيكي', 'اضمك', 'ابعدك', 'اخونك', 'اوعدك', 'غريب', 'احساسي', 'بيكي', 'مطمن', 'احساسي', 'يهد', 'جبال', 'يضيع', 'حبي', 'ليكي', 'وكرهي', 'ليكي', 'خيط', 'رفيع', 'القرب', 'مرتاحله', 'البعاد', 'اقدر', 'احبك', 'اكرهك', 'اسيبك', 'اندهك', 'اعلق', 'بيكي', 'اعمل', 'فيكي', 'اضمك', 'ابعدك', 'اخونك', 'اوعدك', 'غريب', 'احساسي', 'بيكي', 'مطمن', 'حاجات', 'غريبه', 'بحسها', 'ايديكي', 'كتير', 'بخاف', 'وكتير', 'بخاف', 'عليكي', 'حاجات', 'غريبه', 'بحسها', 'ايديكي', 'كتير', 'بخاف', 'وكتير', 'بخاف', 'عليكي', 'القرب', 'مرتاحله', 'البعاد', 'اقدر', 'احبك', 'اكرهك', 'اسيبك', 'اندهك', 'اعلق', 'بيكي', 'اعمل', 'فيكي', 'اضمك', 'ابعدك', 'اخونك', 'اوعدك', 'غريب', 'احساسي', 'بيكي', 'مطمن', 'اعلق', 'بيكي', 'اعمل', 'فيكي', 'غريب', 'احساسي', 'بيكي', 'مطمن', 'احبك', 'اكرهك', 'اسيبك', 'اندهك', 'اعلق', 'بيكي', 'اعمل', 'فيكي', 'اضمك', 'ابعدك', 'اخونك', 'اوعدك', 'غريب', 'احساسي', 'بيكي', 'مطمن', 'احبك', 'اكرهك', 'اسيبك', 'اندهك', 'اعلق', 'بيكي', 'اعمل', 'فيكي', 'اضمك', 'ابعدك', 'اخونك', 'اوعدك', 'غريب', 'احساسي', 'بيكي', 'مطمن']",Early 2000s,عمرو,مصطفى,أيمن,بهجت قمر
2001,عمرو مصطفى,بهاء الدين محمد,يا حبيبي لا,"['معقول', 'هقولك', 'روح', 'اكون', 'مجروح', 'باقي', 'حاجه', 'عارف', 'معقول', 'تصدق', 'ابيع', 'اتوه', 'اضيع', 'اخافش', 'حاجه', 'عارف', 'هحس', 'بمين', 'معقوله', 'حب', 'سنين', 'يخلص', 'غمضه', 'حبيبي', 'والف', 'قلبي', 'غيابك', 'تاه', 'بالكلام', 'ننسي', 'الالام', 'كانش', 'عاشق', 'معقول', 'حبيبي', 'مشيت', 'معقول', 'فاكرني', 'نسيت', 'قلبي', 'حاجه', 'جرحه', 'قالهالك', 'بقول', 'بقصد', 'كلامي', 'يطول', 'حاجه', 'اسمعها', 'اصفالك', 'هحس', 'بمين', 'معقوله', 'حب', 'سنين', 'يخلص', 'غمضه', 'حبيبي', 'والف', 'قلبي', 'غيابك', 'تاه', 'بالكلام', 'ننسي', 'الالام', 'ماكانش', 'عاشق', 'والف', 'قلبي', 'غيابك', 'تاه', 'بالكلام', 'ننسي', 'الالام', 'ماكانش', 'عاشق', 'والف', 'قلبي', 'غيابك', 'تاه', 'بالكلام', 'ننسي', 'الالام', 'كانش', 'عاشق', 'والف', 'قلبي', 'غيابك', 'تاه', 'بالكلام', 'ننسي', 'الالام', 'ماكانش', 'عاشق']",Early 2000s,عمرو,مصطفى,بهاء,الدين محمد
1995,رياض الهمشري,مدحت العدل,راجعين,"['راجعين', 'نعشق', 'وندوب', 'ونعيش', 'حياتنا', 'راجعين', 'يفيدش', 'هروب', 'شوقنا', 'حكاياتنا', 'راجعين', 'نعشق', 'وندوب', 'ونعيش', 'حياتنا', 'راجعين', 'يفيدش', 'هروب', 'شوقنا', 'حكاياتنا', 'وتعالي', 'تعالي', 'تعالي', 'العمر', 'تعالي', 'وتعالي', 'تعالي', 'تعالي', 'العمر', 'تعالي', 'عشته', 'عمري', 'محسوب', 'وحلفت', 'هفارق', 'وهعيش', 'عينيك', 'لقيتني', 'عاشق', 'روحي', 'لقيتها', 'وحلفت', 'هفارق', 'وهعيش', 'عينيك', 'لقيتني', 'عاشق', 'روحي', 'لقيتها', 'وتعالي', 'تعالي', 'تعالي', 'العمر', 'تعالي', 'وتعالي', 'تعالي', 'تعالي', 'العمر', 'تعالي', 'عشته', 'عمري', 'محسوب', 'حبيبي', 'بلاش', 'نعاتب', 'ونجيب', 'سيره', 'فات', 'مفيش', 'الحبايب', 'احلي', 'الذكريات', 'حبيبي', 'بلاش', 'نعاتب', 'ونجيب', 'سيره', 'فات', 'مفيش', 'الحبايب', 'احلي', 'الذكريات', 'وتعالي', 'تعالي', 'تعالي', 'العمر', 'تعالي', 'وتعالي', 'تعالي', 'تعالي', 'العمر', 'تعالي', 'عشته', 'عمري', 'محسوب', 'راجعين', 'نعشق', 'وندوب', 'ونعيش', 'حياتنا', 'راجعين', 'يفيدش', 'هروب', 'شوقنا', 'حكاياتنا', 'راجعين', 'نعشق', 'وندوب', 'ونعيش', 'حياتنا', 'راجعين', 'يفيدش', 'هروب', 'شوقنا', 'حكاياتنا', 'وتعالي', 'تعالي', 'تعالي', 'العمر', 'تعالي', 'وتعالي', 'تعالي', 'تعالي', 'العمر', 'تعالي', 'عشته', 'عمري', 'محسوب', 'نعشق', 'وندوب', 'ونعيش', 'حياتنا', 'راجعين', 'يفيدش', 'هروب', 'شوقنا', 'حكاياتنا', 'نعشق', 'وندوب', 'ونعيش', 'حياتنا', 'راجعين', 'يفيدش', 'هروب', 'شوقنا', 'حكاياتنا', 'نعشق', 'وندوب', 'ونعيش', 'حياتنا', 'راجعين', 'يفيدش', 'هروب', 'شوقنا', 'حكاياتنا', 'نعشق', 'وندوب', 'ونعيش', 'حياتنا', 'راجعين', 'يفيدش', 'هروب', 'شوقنا', 'حكاياتنا', 'نعشق', 'وندوب', 'ونعيش', 'حياتنا', 'راجعين', 'يفيدش', 'هروب', 'شوقنا', 'حكاياتنا']",Late 1990s,رياض,الهمشري,مدحت,العدل
1995,ياسر عبد الرحمن,مجدي النجار,ما يتحكيش عليها,"['يتحكيش', 'الملايكه', 'تشوفها', 'وردايه', 'تحلم', 'تقطفها', 'الملايكه', 'تشوفها', 'وردايه', 'تحلم', 'تقطفها', 'يتحكيش', 'فاكر', 'يومها', 'ساعه', 'بكلمها', 'فاكر', 'يومها', 'ساعه', 'بكلمها', 'ضحكتها', 'وعنيها', 'يتحكيش', 'الملايكه', 'تشوفها', 'وردايه', 'تحلم', 'تقطفها', 'الملايكه', 'تشوفها', 'وردايه', 'تحلم', 'تقطفها', 'يتحكيش', 'فاكر', 'يومها', 'ساعه', 'بكلمها', 'فاكر', 'يومها', 'ساعه', 'بكلمها', 'ضحكتها', 'وعنيها', 'اجمل', 'مافيها', 'واخدني', 'ضحكه', 'بريئه', 'تواعدني', 'اجمل', 'مافيها', 'واخدني', 'ضحكه', 'بريئه', 'تواعدني', 'حاجات', 'كتير', 'بحلم', 'بيها', 'زمان', 'مستنيها', 'حاجات', 'كتير', 'بحلم', 'بيها', 'زمان', 'مستنيها', 'هحكيها', 'يتحكيش', 'الملايكه', 'تشوفها', 'وردايه', 'تحلم', 'تقطفها', 'الملايكه', 'تشوفها', 'وردايه', 'تحلم', 'تقطفها', 'يتحكيش', 'فاكر', 'يومها', 'ساعه', 'بكلمها', 'فاكر', 'يومها', 'ساعه', 'بكلمها', 'ضحكتها', 'وعنيها', 'حلم', 'عمري', 'لقيته', 'اتمنيته', 'حلم', 'عمري', 'لقيته', 'اتمنيته', 'حبتها', 'ماهي', 'ضحكتها', 'ضحكه', 'عاديه', 'حبتها', 'ماهي', 'ضحكتها', 'ضحكه', 'عاديه', 'توصفها', 'تلاقيها', 'يتحكيش', 'الملايكه', 'تشوفها', 'وردايه', 'تحلم', 'تقطفها', 'الملايكه', 'تشوفها', 'وردايه', 'تحلم', 'تقطفها', 'يتحكيش', 'فاكر', 'يومها', 'ساعه', 'بكلمها', 'فاكر', 'يومها', 'ساعه', 'بكلمها', 'ضحكتها', 'وعنيها']",Late 1990s,ياسر,عبد الرحمن,مجدي,النجار
1995,رياض الهمشري,مدحت العدل,إنسى قلبي,"['انسي', 'قلبي', 'تنسي', 'زيد', 'قلبك', 'نار', 'وقسوه', 'قلبي', 'بيحب', 'الحياه', 'بكره', 'يلقي', 'هواه', 'ويرسي', 'انسي', 'قلبي', 'تنسي', 'زيد', 'قلبك', 'نار', 'وقسوه', 'قلبي', 'بيحب', 'الحياه', 'بكره', 'يلقي', 'هواه', 'ويرسي', 'تفكر', 'قلبي', 'يعني', 'هيتوه', 'طريقه', 'بايعني', 'تفكر', 'قلبي', 'يعني', 'هيتوه', 'طريقه', 'بايعني', 'بكره', 'تجري', 'سنين', 'وراه', 'وارفضك', 'والكون', 'سامعني', 'وانسي', 'قلبي', 'تنسي', 'زيد', 'قلبك', 'نار', 'وقسوه', 'قلبي', 'بيحب', 'الحياه', 'بكره', 'يلقي', 'هواه', 'ويرسي', 'كلام', 'هسمعك', 'تناديني', 'كلام', 'هسمعك', 'تناديني', 'وقلبي', 'تاه', 'هواك', 'حنيني', 'وانسي', 'قلبي', 'تنسي', 'زيد', 'قلبك', 'نار', 'وقسوه', 'قلبي', 'بيحب', 'الحياه', 'بكره', 'يلقي', 'هواه', 'ويرسي', 'وانسي', 'قلبي', 'تنسي', 'زيد', 'قلبك', 'نار', 'وقسوه', 'قلبي', 'بيحب', 'الحياه', 'بكره', 'يلقي', 'هواه', 'ويرسي', 'وانسي', 'قلبي', 'تنسي', 'زيد', 'قلبك', 'نار', 'وقسوه', 'قلبي', 'بيحب', 'الحياه', 'بكره', 'يلقي', 'هواه', 'ويرسي', 'بكره', 'يلقي', 'هواه', 'ويرسي']",Late 1990s,رياض,الهمشري,مدحت,العدل
1995,ياسر عبد الرحمن,مدحت العدل,ورجعت من السفر,"['ورجعت', 'السفر', 'دايب', 'الفراق', 'ورجعت', 'السفر', 'دايب', 'الفراق', 'مشتاق', 'لعيون', 'حبيبي', 'وللحظه', 'اشتياق', 'ورجعت', 'السفر', 'دايب', 'الفراق', 'مشتاق', 'لعيون', 'حبيبي', 'وللحظه', 'اشتياق', 'لقيت', 'ورقه', 'وكلمه', 'وداع', 'لقيت', 'ورقه', 'وكلمه', 'وداع', 'سابتني', 'عشانها', 'دقت', 'سنين', 'الضياع', 'سابتني', 'عشانها', 'دقت', 'سنين', 'الضياع', 'فاكرها', 'ملاك', 'فاكرها', 'ملاك', 'فاكرها', 'ملاك', 'طلعت', 'بشر', 'قلبي', 'سافر', 'واتحمل', 'وانتظر', 'ولمين', 'وليالي', 'كتير', 'سهر', 'قلبي', 'سافر', 'واتحمل', 'وانتظر', 'ولمين', 'وليالي', 'كتير', 'سهر', 'وكلام', 'حب', 'جواب', 'وسنين', 'وعذاب', 'وكلام', 'حب', 'جواب', 'وسنين', 'وعذاب', 'ماصعبش', 'قلبي', 'عمري', 'انهدر', 'ورجعت', 'السفر', 'دايب', 'الفراق', 'مشتاق', 'لعيون', 'حبيبي', 'وللحظه', 'اشتياق', 'ورجعت', 'السفر', 'دايب', 'الفراق', 'مشتاق', 'لعيون', 'حبيبي', 'وللحظه', 'اشتياق', 'لقيت', 'ورقه', 'وكلمه', 'وداع', 'لقيت', 'ورقه', 'وكلمه', 'وداع', 'سابتني', 'عشانها', 'دقت', 'سنين', 'الضياع', 'سابتني', 'عشانها', 'دقت', 'سنين', 'الضياع', 'فاكرها', 'ملاك', 'فاكرها', 'ملاك', 'فاكرها', 'ملاك', 'طلعت', 'بشر', 'قلبي', 'طار', 'ورفرف', 'لقيته', 'اتسجن', 'يبقي', 'غريب', 'واحنا', 'حضن', 'الوطن', 'قلبي', 'طار', 'ورفرف', 'لقيته', 'اتسجن', 'يبقي', 'غريب', 'واحنا', 'حضن', 'الوطن', 'الحلم', 'ثانيه', 'باقي', 'جراح', 'الحلم', 'ثانيه', 'باقي', 'جراح', 'وذكريات', 'حزينه', 'تعيش', 'طول', 'الزمن', 'ورجعت', 'السفر', 'دايب', 'الفراق', 'ورجعت', 'السفر', 'دايب', 'الفراق', 'مشتاق', 'لعيون', 'حبيبي', 'وللحظه', 'اشتياق', 'ورجعت', 'السفر', 'دايب', 'الفراق', 'مشتاق', 'لعيون', 'حبيبي', 'وللحظه', 'اشتياق', 'لقيت', 'ورقه', 'وكلمه', 'وداع', 'لقيت', 'ورقه', 'وكلمه', 'وداع', 'سابتني', 'عشانها', 'دقت', 'سنين', 'الضياع', 'سابتني', 'عشانها', 'دقت', 'سنين', 'الضياع', 'فاكرها', 'ملاك', 'فاكرها', 'ملاك', 'فاكرها', 'ملاك', 'طلعت', 'بشر']",Late 1990s,ياسر,عبد الرحمن,مدحت,العدل
1995,رياض الهمشري,مدحت العدل,هنساك أنا,"['بتقولي', 'نرجع', 'للمكتوب', 'طب', 'فين', 'دايب', 'دوب', 'بتقولي', 'نرجع', 'للمكتوب', 'طب', 'فين', 'دايب', 'دوب', 'انده', 'عليا', 'اسال', 'عينيا', 'انده', 'عليا', 'اسال', 'عينيا', 'هنساك', 'بتقولي', 'نرجع', 'للمكتوب', 'طب', 'فين', 'دايب', 'دوب', 'هواك', 'ناري', 'ناري', 'داري', 'داري', 'هواك', 'ناري', 'ناري', 'داري', 'داري', 'وتقول', 'حبيبي', 'حبيبي', 'ناسيني', 'عز', 'الاه', 'انده', 'عليا', 'اسال', 'عينيا', 'انده', 'عليا', 'اسال', 'عينيا', 'هنساك', 'بتقولي', 'نرجع', 'للمكتوب', 'طب', 'فين', 'دايب', 'دوب', 'هنعيده', 'هنحب', 'هنعيده', 'هنحب', 'كفايه', 'خليها', 'ذكري', 'بكره', 'هعيش', 'وياك', 'انده', 'عليا', 'اسال', 'عينيا', 'انده', 'عليا', 'اسال', 'عينيا', 'هنساك', 'بتقولي', 'نرجع', 'للمكتوب', 'طب', 'فين', 'دايب', 'دوب', 'بتقولي', 'نرجع', 'للمكتوب', 'طب', 'فين', 'دايب', 'دوب', 'انده', 'عليا', 'شاغل', 'عينيا', 'انده', 'عليا', 'شاغل', 'عينيا', 'هنساك']",Late 1990s,رياض,الهمشري,مدحت,العدل
1995,"عمرو دياب
",مجدي النجار,صدقتني,"['صدقتني', 'عليا', 'غالي', 'صدقتني', 'وعرفت', 'معني', 'انشغالي', 'صدقتني', 'عليا', 'غالي', 'صدقتني', 'وعرفت', 'معني', 'انشغالي', 'صدقت', 'محتاج', 'تفكر', 'عايزني', 'اقولك', 'صدقت', 'محتاج', 'تفكر', 'عايزني', 'اقولك', 'والله', 'بالي', 'بيجرالي', 'والله', 'بالي', 'بيجرالي', 'صدقتني', 'وعرفت', 'معني', 'انشغالي', 'قلبي', 'عاش', 'هواك', 'مبقاش', 'خلاص', 'ملكي', 'بقي', 'ليل', 'نهار', 'وياك', 'فرحته', 'بيبكي', 'قلبي', 'عاش', 'هواك', 'مبقاش', 'خلاص', 'ملكي', 'بقي', 'ليل', 'نهار', 'وياك', 'فرحته', 'بيبكي', 'صدقت', 'محتاج', 'تفكر', 'عايزني', 'اقولك', 'صدقت', 'محتاج', 'تفكر', 'عايزني', 'اقولك', 'والله', 'بالي', 'بيجرالي', 'والله', 'بالي', 'بيجرالي', 'صدقتني', 'وعرفت', 'معني', 'انشغالي', 'بايدي', 'اعيش', 'عمرين', 'عمري', 'اخلي', 'عينيك', 'تملك', 'زمام', 'امري', 'بايدي', 'اعيش', 'عمرين', 'عمري', 'اخلي', 'عينيك', 'تملك', 'زمام', 'امري', 'صدقت', 'محتاج', 'تفكر', 'عايزني', 'اقولك', 'صدقت', 'محتاج', 'تفكر', 'عايزني', 'اقولك', 'والله', 'بالي', 'بيجرالي', 'والله', 'بالي', 'بيجرالي', 'صدقتني', 'وعرفت', 'معني', 'انشغالي', 'صدقتني', 'وعرفت', 'معني', 'انشغالي', 'صدقتني', 'وعرفت', 'معني', 'انشغالي']",Late 1990s,عمرو,دياب,مجدي,النجار
1995,عمرو دياب,مجدي النجار,بلاش تكلمها,"['بلاش', 'تكلمها', 'خليك', 'بعيد', 'بلاش', 'تكلمها', 'خليك', 'بعيد', 'تنشغل', 'بيها', 'وتهوي', 'لياليها', 'تنشغل', 'بيها', 'وتهوي', 'لياليها', 'نظره', 'بعيونها', 'بعيونها', 'ياقلبي', 'بلاش', 'تكلمها', 'خليك', 'بعيد', 'تنشغل', 'بيها', 'وتهوي', 'لياليها', 'نظره', 'بعيونها', 'بعيونها', 'ياقلبي', 'خايف', 'لتتوه', 'احلامها', 'خايف', 'لتتوه', 'احلامها', 'وتعيش', 'اسير', 'الشوق', 'الشوق', 'ذكري', 'ايامها', 'خايف', 'لتتوه', 'احلامها', 'خايف', 'لتتوه', 'احلامها', 'وتعيش', 'اسير', 'الشوق', 'الشوق', 'ذكري', 'ايامها', 'وتنشغل', 'بيها', 'وتهوي', 'لياليها', 'نظره', 'بعيونها', 'بعيونها', 'ياقلبي', 'تكنش', 'حبيتها', 'وعشقت', 'اوصافها', 'تكنش', 'حبيتها', 'وعشقت', 'اوصافها', 'طب', 'قولي', 'فين', 'تعرفها', 'تكنش', 'حبيتها', 'وعشقت', 'اوصافها', 'طب', 'قولي', 'فين', 'تعرفها', 'بتنشغل', 'بيها', 'وتهوي', 'لياليها', 'نظره', 'بعيونها', 'بعيونها', 'ياقلبي', 'تنشغل', 'بيها', 'وتهوي', 'لياليها', 'تنشغل', 'بيها', 'وتهوي', 'لياليها', 'نظره', 'بعيونها', 'بعيونها', 'ياقلبي']",Late 1990s,عمرو,دياب,مجدي,النجار
