Year,Composer,Lyricist,Song,Lyrics,Decade,Composer_first_name,Composer_last_name,Lyricist_first_name,Lyricist_last_name
2004,محمد يحيى,نادر عبدالله,خلينا نشوفك,"['تسبنيش', 'ثواني', 'اغيب', 'استناني', 'وحياتك', 'اشوفك', 'بحلم', 'امتي', 'هشوفك', 'خلينا', 'نشوفك', 'وعينيا', 'حبيبي', 'خلينا', 'نشوفك', 'قرب', 'ليا', 'فكر', 'فيا', 'حبيبي', 'تسبنيش', 'ثواني', 'ثواني', 'ثواني', 'اغيب', 'استناني', 'حبيبي', 'استناني', 'وحياتك', 'اشوفك', 'بحلم', 'امتي', 'هشوفك', 'فات', 'حبيبي', 'اقابلك', 'تقولي', 'ندورش', 'قلبي', 'يلومني', 'يقولي', 'عايشين', 'خلينا', 'نشوفك', 'وعينيا', 'حبيبي', 'خلينا', 'نشوفك', 'قرب', 'ليا', 'فكر', 'فيا', 'حبيبي', 'ماتسبنيش', 'ثواني', 'ثواني', 'ثواني', 'اغيب', 'استناني', 'حبيبي', 'استناني', 'وحياتك', 'اشوفك', 'بحلم', 'امتي', 'هشوفك', 'ببقي', 'معاك', 'شوقي', 'بقول', 'خيال', 'واحلم', 'اقولك', 'اتقال', 'يدوب', 'هواك', 'عمره', 'يهداله', 'بال', 'خلينا', 'نشوفك', 'وعينيا', 'حبيبي', 'خلينا', 'نشوفك', 'قرب', 'ليا', 'فكر', 'فيا', 'حبيبي', 'تسبنيش', 'ثواني', 'ثواني', 'ثواني', 'اغيب', 'استناني', 'حبيبي', 'استناني', 'تسبنيش', 'ثواني', 'اغيب', 'استناني', 'تسبنيش', 'ثواني', 'ثواني', 'اغيب', 'استناني']",Early 2000s,محمد,يحيى,نادر,عبدالله
2004,عمرو مصطفى,خالد تاج,قصاد عيني,"['وبينا', 'معاد', 'بعاد', 'اكيد', 'راجع', 'بلاد', 'وبينا', 'معاد', 'بعاد', 'اكيد', 'راجع', 'بلاد', 'قصاد', 'مكان', 'قصاد', 'مكان', 'اكيد', 'راجعين', 'دايب', 'حنين', 'عمري', 'ابيع', 'قصاد', 'قادر', 'الايام', 'هيوصف', 'هوايا', 'كلام', 'وطول', 'ليلي', 'بنام', 'قصاد', 'قصاد', 'مكان', 'قصاد', 'مكان', 'هنعود', 'بينا', 'وعود', 'غيابه', 'اكيد', 'الامل', 'موجود', 'هنعود', 'بينا', 'وعود', 'غيابه', 'اكيد', 'الامل', 'موجود', 'قصاد', 'مكان', 'قصاد', 'مكان', 'اكيد', 'راجعين', 'دايب', 'حنين', 'عمري', 'ابيع', 'قصاد', 'قادر', 'الايام', 'هيوصف', 'هوايا', 'كلام', 'وطول', 'ليلي', 'بنام', 'قصاد', 'قصاد', 'مكان', 'قصاد', 'مكان', 'اكيد', 'راجعين', 'دايب', 'حنين', 'عمري', 'ابيع', 'قصاد', 'قادر', 'الايام', 'هيوصف', 'هوايا', 'كلام', 'وطول', 'ليلي', 'بنام', 'قصاد', 'قصاد', 'مكان', 'قصاد', 'مكان', 'قصاد', 'مكان']",Early 2000s,عمرو,مصطفى,خالد,تاج
2004,عمرو مصطفى,مجدي النجار,إلا هي,"['شاغلاني', 'بحبها', 'شاغلاني', 'بيها', 'شاغلاني', 'بحبها', 'والشوق', 'نداني', 'يقولها', 'روحي', 'يقولي', 'فين', 'مودياني', 'نظره', 'تاخدني', 'اطلع', 'حضني', 'عايز', 'نظره', 'عينيها', 'مغرمين', 'سلمت', 'ليها', 'واحلف', 'ليا', 'حبيبه', 'عينيا', 'ليا', 'ليا', 'حبيبه', 'عينيا', 'ليا', 'شاغلاني', 'بحبها', 'ليلي', 'نهاري', 'يقدر', 'يطفي', 'قلبي', 'ناري', 'شاغلاني', 'بحبها', 'داري', 'بحبها', 'اداري', 'همس', 'الشفايف', 'لمس', 'الايدين', 'جنه', 'واحده', 'جنتين', 'الله', 'والقلب', 'حارس', 'واحلف', 'ليا', 'حبيبه', 'عينيا', 'ليا', 'ليا', 'حبيبه', 'عينيا', 'ليا', 'ليا', 'حبيبه', 'عينيا', 'ليا', 'ليا', 'حبيبه', 'عينيا', 'ليا', 'ليا', 'حبيبه', 'عينيا', 'ليا']",Early 2000s,عمرو,مصطفى,مجدي,النجار
2004,محمد يحيى,نادر عبدالله,ريحة الحبايب,"['حاجه', 'تيجي', 'ريحه', 'الحبايب', 'بتطمن', 'قلبي', 'مشغول', 'غايب', 'كلمتين', 'يتقالوا', 'يتطمن', 'قلبي', 'مشغول', 'غايب', 'حاجه', 'تيجي', 'ريحه', 'الحبايب', 'بتطمن', 'قلبي', 'مشغول', 'غايب', 'كلمتين', 'يتقالوا', 'يتطمن', 'قلبي', 'مشغول', 'غايب', 'سامع', 'كلمه', 'قالها', 'ليا', 'شايفه', 'ايديا', 'شوق', 'خليك', 'بقي', 'حنين', 'عليا', 'وريحلي', 'قلبي', 'مشغول', 'غايب', 'حاجه', 'تيجي', 'ريحه', 'الحبايب', 'بتطمن', 'قلبي', 'مشغول', 'غايب', 'كلمتين', 'يتقالوا', 'يتطمن', 'قلبي', 'مشغول', 'غايب', 'عايشه', 'اشواقنا', 'الوفيه', 'وفيا', 'اسال', 'بعيد', 'لبعيد', 'يسال', 'عليا', 'كتير', 'الدنيا', 'ديا', 'قلبي', 'والله', 'مشتاق', 'لاغلي', 'الحبايب', 'حاجه', 'تيجي', 'ريحه', 'الحبايب', 'بتطمن', 'قلبي', 'مشغول', 'غايب', 'كلمتين', 'يتقالوا', 'يتطمن', 'قلبي', 'مشغول', 'غايب', 'حاجه', 'تيجي', 'ريحه', 'الحبايب', 'بتطمن', 'قلبي', 'مشغول', 'غايب', 'كلمتين', 'يتقالوا', 'يتطمن', 'قلبي', 'مشغول', 'غايب']",Early 2000s,محمد,يحيى,نادر,عبدالله
2007,عمرو مصطفى,أيمن بهجت قمر,نقول إيه,"['نقول', 'خلاص', 'حبيبي', 'مفيش', 'حاجه', 'نقولها', 'واصلين', 'لدرجه', 'حب', 'الدنيا', 'وصلها', 'ليك', 'وعمري', 'اكون', 'حبيبي', 'ليك', 'روحي', 'شاغلها', 'بعيد', 'قلبي', 'هيستحملها', 'ليك', 'وعمري', 'اكون', 'حبيبي', 'ليك', 'روحي', 'شاغلها', 'بعيد', 'قلبي', 'هيستحملها', 'ليك', 'وعمري', 'اكون', 'حبيبي', 'ليك', 'روحي', 'شاغلها', 'بعيد', 'قلبي', 'هيستحملها', 'حبيبي', 'اوصف', 'فرحتي', 'بيك', 'صعب', 'عليا', 'قلبي', 'بحلم', 'بقي', 'ملكي', 'وبقي', 'ايديا', 'ليك', 'وعمري', 'اكون', 'حبيبي', 'ليك', 'روحي', 'شاغلها', 'بعيد', 'قلبي', 'هيستحملها', 'ليك', 'وعمري', 'اكون', 'حبيبي', 'ليك', 'روحي', 'شاغلها', 'بعيد', 'قلبي', 'هيستحملها', 'ليك', 'وعمري', 'اكون', 'حبيبي', 'ليك', 'روحي', 'شاغلها', 'بعيد', 'قلبي', 'هيستحملها', 'ليك', 'وعمري', 'اكون', 'حبيبي', 'ليك', 'روحي', 'شاغلها', 'بعيد', 'قلبي', 'هيستحملها', 'ليك', 'وعمري', 'اكون', 'حبيبي', 'ليك', 'روحي', 'شاغلها', 'بعيد', 'قلبي', 'هيستحملها', 'ليك', 'وعمري', 'اكون', 'حبيبي', 'ليك', 'روحي', 'شاغلها', 'بعيد', 'قلبي', 'هيستحملها']",Late 2000s,عمرو,مصطفى,أيمن,بهجت قمر
2007,عمرو مصطفى,أيمن بهجت قمر,الليلة دي,"['الليله', 'سيبني', 'اقول', 'واحب', 'وانسي', 'الدنيا', 'وغمض', 'عينيك', 'الليله', 'سيبني', 'اقول', 'واحب', 'وانسي', 'الدنيا', 'وغمض', 'عينيك', 'نور', 'حياتي', 'عمري', 'املي', 'شوق', 'الدنيا', 'كتير', 'والله', 'حاجه', 'فيا', 'بتناديلك', 'ايوه', 'حاجه', 'فيا', 'بتناديك', 'الليله', 'سيبني', 'اقول', 'واحب', 'وانسي', 'الدنيا', 'وغمض', 'عينيك', 'الليله', 'سيبني', 'اقول', 'واحب', 'وانسي', 'الدنيا', 'وغمض', 'عينيك', 'قالوا', 'ياما', 'القمر', 'عالي', 'وبعيد', 'والملايكه', 'مستحيل', 'تلمسها', 'ايد', 'قالوا', 'ياما', 'القمر', 'عالي', 'وبعيد', 'والملايكه', 'مستحيل', 'تلمسها', 'ايد', 'الليله', 'ديا', 'ايديا', 'الدنيا', 'اكون', 'الوحيد', 'والله', 'حاجه', 'فيا', 'بتناديلك', 'ايوه', 'حاجه', 'فيا', 'بتناديك', 'الليله', 'سيبني', 'اقول', 'واحب', 'وانسي', 'الدنيا', 'وغمض', 'عينيك', 'الليله', 'سيبني', 'اقول', 'واحب', 'وانسي', 'الدنيا', 'وغمض', 'عينيك', 'الليله', 'سيبني', 'اقول', 'واحب', 'وانسي', 'الدنيا', 'وغمض', 'عينيك', 'الليله', 'سيبني', 'اقول', 'واحب', 'وانسي', 'الدنيا', 'وغمض', 'عينيك', 'الليله', 'سيبني', 'اقول', 'واحب']",Late 2000s,عمرو,مصطفى,أيمن,بهجت قمر
2007,محمد يحيى,مجدي النجار,طول ما أنا شايفك,"['حبيبي', 'حدش', 'بحلم', 'جنبك', 'افكر', 'بلاقيه', 'حبيبي', 'بحلم', 'جنبك', 'افكر', 'بلاقيه', 'طول', 'شايفك', 'جنبي', 'مطمن', 'قلبي', 'حبيبي', 'حبايبي', 'والعالم', 'طول', 'شايفك', 'جنبي', 'مطمن', 'قلبي', 'حبيبي', 'حبايبي', 'والعالم', 'حبيبي', 'الدنيا', 'بحلم', 'اعيش', 'دايما', 'معاه', 'خليتني', 'شفت', 'غمضه', 'الحب', 'بتمناه', 'حبيبي', 'الدنيا', 'بحلم', 'اعيش', 'دايما', 'معاه', 'خليتني', 'شفت', 'غمضه', 'الحب', 'بتمناه', 'طول', 'شايفك', 'جنبي', 'مطمن', 'قلبي', 'حبيبي', 'حبايبي', 'والعالم', 'طول', 'شايفك', 'جنبي', 'مطمن', 'قلبي', 'حبيبي', 'حبايبي', 'والعالم', 'طول', 'شايفك', 'جنبي', 'مطمن', 'قلبي', 'حبيبي', 'حبايبي', 'والعالم', 'طول', 'شايفك', 'جنبي', 'مطمن', 'قلبي', 'حبيبي', 'حبايبي', 'والعالم', 'طول', 'شايفك', 'جنبي', 'مطمن', 'قلبي', 'حبيبي', 'حبايبي', 'والعالم']",Late 2000s,محمد,يحيى,مجدي,النجار
2007,محمد يحيى,مجدي النجار,حكايات,"['انساك', 'حبيبي', 'طول', 'حبيبي', 'هنساك', 'قلوب', 'تنساها', 'هتعيش', 'تلقاها', 'دايما', 'فاكراك', 'حكايات', 'عمري', 'فات', 'معاك', 'وبقولك', 'حبيبي', 'قلتهاش', 'ليك', 'حكايات', 'وذكريات', 'وياك', 'بتقول', 'عارف', 'اقرب', 'ليك', 'وياك', 'عشت', 'حياتي', 'النور', 'حياتي', 'حضن', 'عنيك', 'وهواك', 'هوايا', 'منايا', 'تيجي', 'انساك', 'حبيبي', 'حبيبي', 'هنحب', 'جديد', 'هواك', 'بقي', 'حكايه', 'طول', 'بعيد', 'حكايات', 'عمري', 'فات', 'معاك', 'وبقولك', 'حبيبي', 'قلتهاش', 'ليك', 'حكايات', 'وذكريات', 'وياك', 'بتقول', 'عارف', 'اقرب', 'ليك', 'حكايات', 'عمري', 'فات', 'معاك', 'وبقولك', 'حبيبي', 'قلتهاش', 'ليك', 'حكايات', 'وذكريات', 'وياك', 'بتقول', 'عارف', 'اقرب', 'ليك', 'حكايات', 'عمري', 'فات', 'معاك', 'وبقولك', 'حبيبي', 'قلتهاش', 'ليك', 'حكايات', 'وذكريات', 'وياك', 'بتقول', 'عارف', 'اقرب', 'ليك', 'حكايات', 'عمري', 'فات', 'معاك', 'وبقولك', 'حبيبي', 'قلتهاش', 'ليك', 'حكايات', 'وذكريات', 'وياك', 'بتقول', 'عارف', 'اقرب', 'ليك']",Late 2000s,محمد,يحيى,مجدي,النجار
2007,البدري كلباش,مجدي النجار,إنت الغالي,"['الغالي', 'حبيبي', 'والليله', 'قلبي', 'اختار', 'بالي', 'حبيبي', 'شاغلني', 'ليل', 'ويا', 'نهار', 'الغالي', 'حبيبي', 'والليله', 'قلبي', 'اختار', 'بالي', 'حبيبي', 'شاغلني', 'ليل', 'ويا', 'نهار', 'الغالي', 'حبيبي', 'والليله', 'قلبي', 'اختار', 'بالي', 'حبيبي', 'شاغلني', 'ليل', 'ويا', 'نهار', 'نظره', 'عينيك', 'لعينيا', 'سلامك', 'عليا', 'وفرحه', 'عيوني', 'بلقاك', 'بحلم', 'وياك', 'الغالي', 'حبيبي', 'والليله', 'الاحلام', 'بالي', 'حبيبي', 'نور', 'عينيا', 'قول', 'احلي', 'كلام', 'الغالي', 'حبيبي', 'والليله', 'الاحلام', 'بالي', 'حبيبي', 'نور', 'عينيا', 'قول', 'احلي', 'كلام', 'عايزيك', 'حبيبي', 'اجمل', 'حكايه', 'واخر', 'كلامي', 'عينيك', 'الوحيد', 'ليا', 'وامري', 'ايديك', 'الغالي', 'حبيبي', 'والليله', 'قلبي', 'اختار', 'بالي', 'حبيبي', 'شاغلني', 'ليل', 'ويا', 'نهار', 'الغالي', 'حبيبي', 'والليله', 'قلبي', 'اختار', 'بالي', 'حبيبي', 'شاغلني', 'ليل', 'ويا', 'نهار', 'الغالي', 'حبيبي', 'والليله', 'قلبي', 'اختار', 'بالي', 'حبيبي', 'شاغلني', 'ليل', 'ويا', 'نهار', 'الغالي', 'حبيبي', 'والليله', 'قلبي', 'اختار', 'بالي', 'حبيبي', 'شاغلني', 'ليل', 'ويا', 'نهار']",Late 2000s,البدري,كلباش,مجدي,النجار
2007,محمد يحيى,أمير طعيمة,روحي مرتحالك,"['روحي', 'مرتحالك', 'قلبي', 'سابني', 'ندالك', 'كلمه', 'عمري', 'قولتهالك', 'قابلت', 'عنيك', 'روحي', 'مرتحالك', 'قلبي', 'سابني', 'ندالك', 'ياللي', 'شوفت', 'جمالك', 'والله', 'روحي', 'سلام', 'كلام', 'لقيت', 'عينيك', 'الاحلام', 'حبيت', 'وخلاص', 'وعشقت', 'خلاص', 'وبقول', 'حبيبي', 'قدام', 'الناس', 'روحي', 'مرتحالك', 'قلبي', 'سابني', 'ندالك', 'كلمه', 'عمري', 'قولتهالك', 'قابلت', 'عنيك', 'روحي', 'مرتحالك', 'قلبي', 'سابني', 'ندالك', 'ياللي', 'شوفت', 'جمالك', 'والله', 'روحي', 'اوصفلك', 'واحكيلك', 'احساس', 'حبيبي', 'اقدرش', 'قدامي', 'ملاك', 'والله', 'ملاك', 'واخدني', 'لفين', 'حبيبي', 'معاك', 'روحي', 'مرتحالك', 'قلبي', 'سابني', 'ندالك', 'كلمه', 'عمري', 'قولتهالك', 'قابلت', 'عنيك', 'روحي', 'مرتحالك', 'قلبي', 'سابني', 'ندالك', 'ياللي', 'شوفت', 'جمالك', 'والله', 'روحي', 'روحي', 'مرتحالك', 'قلبي', 'سابني', 'ندالك', 'ياللي', 'شوفت', 'جمالك', 'والله', 'روحي']",Late 2000s,محمد,يحيى,أمير,طعيمة
2007,عمرو دياب,بهاء الدين محمد,قالتلي قول,"['قالتلي', 'قول', 'حبيتها', 'حبيتهاش', 'رضيتش', 'ارد', 'قالتلي', 'قول', 'قلتلها', 'بلاش', 'حبيبتي', 'بلاش', 'قالتلي', 'قول', 'حبيتها', 'حبيتهاش', 'رضيتش', 'ارد', 'قالتلي', 'قول', 'قلتلها', 'بلاش', 'حبيبتي', 'بلاش', 'حكايه', 'وخلصت', 'عارف', 'هتفيدنا', 'حكايه', 'وعدت', 'ونسيتها', 'فاكراها', 'لفت', 'اقول', 'ويا', 'ريتني', 'قلت', 'حبتهاش', 'قلت', 'بحبها', 'حسيت', 'الكلمه', 'جرحت', 'قلبها', 'قالتلي', 'كمل', 'قلت', 'اكمل', 'بقي', 'قلت', 'قلبي', 'جرحتها', 'حكايه', 'وخلصت', 'عارف', 'هتفيدنا', 'حكايه', 'وعدت', 'ونسيتها', 'فاكراها', 'لفت', 'اقول', 'ويا', 'ريتني', 'قلت', 'حبتهاش', 'قالتلي', 'عارفه', 'ماضي', 'فات', 'ومصدقاك', 'عايش', 'ليا', 'قلتلها', 'طيب', 'زعلتي', 'قالتلي', 'فاكره', 'حب', 'حكايه', 'وخلصت', 'عارف', 'هتفيدنا', 'حكايه', 'وعدت', 'ونسيتها', 'فاكراها', 'لفت', 'اقول', 'ياريتني', 'قلت', 'قالتلي', 'قول', 'حبيتها', 'حبيتهاش', 'رضيتش', 'ارد', 'قالتلي', 'قول', 'قلتلها', 'بلاش', 'حبيبتي', 'بلاش', 'حكايه', 'وخلصت', 'عارف', 'هتفيدنا', 'حكايه', 'وعدت', 'ونسيتها', 'فاكراها', 'لفت', 'اقول', 'ويا', 'ريتني', 'قلت', 'حبتهاش']",Late 2000s,عمرو,دياب,بهاء,الدين محمد
2007,عمرو مصطفى,خالد تاج,وفهمت عينيك,"['وفهمت', 'عينيك', 'خدت', 'حبنا', 'بيزيد', 'جوانا', 'حبيت', 'وياك', 'احساسي', 'واكيد', 'ناسي', 'هوانا', 'وفهمت', 'عينيك', 'خدت', 'حبنا', 'بيزيد', 'جوانا', 'حبيت', 'وياك', 'احساسي', 'واكيد', 'ناسي', 'هوانا', 'وليا', 'حبيبي', 'هقوله', 'حبيبي', 'حكايه', 'طول', 'وياه', 'وليا', 'حبيبي', 'هقوله', 'حبيبي', 'اغلي', 'عينيا', 'بتمناه', 'طيب', 'اقولك', 'بتفكر', 'حبيبي', 'شاغل', 'بالك', 'نظره', 'اقولها', 'بعرف', 'مالك', 'تداري', 'وليا', 'حبيبي', 'هقوله', 'ياحبيبي', 'حكايه', 'طول', 'وياه', 'وليا', 'حبيبي', 'هقوله', 'حبيبي', 'اغلي', 'عينيا', 'بتمناه']",Late 2000s,عمرو,مصطفى,خالد,تاج
2007,عمرو دياب,بهاء الدين محمد,ضحكت,"['ضحكت', 'يعني', 'قلبها', 'مال', 'وخلاص', 'الفرق', 'بينا', 'اتشال', 'يلا', 'قلبي', 'روحلها', 'يلا', 'قولها', 'بيتقال', 'ضحكت', 'يعني', 'قلبها', 'مال', 'وخلاص', 'الفرق', 'بينا', 'اتشال', 'يلا', 'قلبي', 'روحلها', 'يلا', 'قولها', 'بيتقال', 'مستني', 'الضحكه', 'الضحكه', 'فاتحالك', 'سكه', 'عاشقها', 'وبقالها', 'ياما', 'شاغله', 'البال', 'وبقالها', 'ياما', 'شاغله', 'البال', 'ضحكت', 'يعني', 'حاسه', 'هواك', 'وموافقه', 'تعيش', 'العمر', 'معاك', 'روح', 'حبيبها', 'حبيبها', 'طمن', 'شوقها', 'استناك', 'ضحكت', 'يعني', 'حاسه', 'هواك', 'وموافقه', 'تعيش', 'العمر', 'معاك', 'روح', 'حبيبها', 'حبيبها', 'طمن', 'شوقها', 'استناك', 'مستني', 'الضحكه', 'الضحكه', 'فاتحالك', 'سكه', 'عاشقها', 'وبقالها', 'ياما', 'شاغله', 'البال', 'وبقالها', 'ياما', 'شاغله', 'البال', 'يستني', 'كفايه', 'الضحكه', 'شفت', 'ضحكت', 'يعني', 'شفته', 'كانش', 'خيال', 'يعني', 'شفته', 'كانش', 'خيال', 'ضحكت', 'يعني', 'قلبها', 'مال', 'وخلاص', 'الفرق', 'بينا', 'اتشال', 'يلا', 'قلبي', 'روحلها', 'يلا', 'قولها', 'بيتقال', 'ضحكت', 'يعني', 'قلبها', 'مال', 'وخلاص', 'الفرق', 'بينا', 'اتشال', 'يلا', 'قلبي', 'روحلها', 'يلا', 'قولها', 'بيتقال', 'ضحكت', 'يعني', 'قلبها', 'مال', 'وخلاص', 'الفرق', 'بينا', 'اتشال']",Late 2000s,عمرو,دياب,بهاء,الدين محمد
2007,محمد يحيى,أيمن بهجت قمر,خليك معايا,"['كلمه', 'حب', 'اتقالت', 'اتنين', 'تسوي', 'حلاوه', 'كلمه', 'قلتهالي', 'عيد', 'قلت', 'وتالت', 'قلبي', 'حنين', 'يطفي', 'ناره', 'حبيبي', 'عيدتهالي', 'عارف', 'بتعمل', 'فيا', 'كلمه', 'حبيبي', 'بيحس', 'بامان', 'خليك', 'خليك', 'حبيبي', 'خليك', 'حلم', 'عمري', 'خيالي', 'زمان', 'عارف', 'اجمل', 'حاجه', 'تفرح', 'الواحد', 'ياما', 'حلمت', 'تلاقيه', 'حبيبك', 'عشت', 'بحلم', 'باللحظه', 'بدور', 'اسيب', 'حياتي', 'ودنيتي', 'اسيبك', 'عارف', 'بتعمل', 'فيا', 'كلمه', 'حبيبي', 'بيحس', 'بامان', 'خليك', 'خليك', 'حبيبي', 'خليك', 'حلم', 'عمري', 'خيالي', 'زمان', 'خليك', 'خليك', 'حبيبي', 'خليك', 'حلم', 'عمري', 'خيالي', 'زمان', 'خليك', 'خليك', 'حبيبي', 'خليك', 'حلم', 'عمري', 'خيالي', 'زمان']",Late 2000s,محمد,يحيى,أيمن,بهجت قمر
2014,شادي حسن,تامر حسين,شفت الايام,"['ياما', 'اتمنيت', 'تبقي', 'وحلمت', 'اعيش', 'حبيبي', 'حياتي', 'معاك', 'ونروح', 'لبعيد', 'ننسي', 'العالم', 'بحاله', 'ننسي', 'الدنيا', 'وياك', 'شفت', 'الايام', 'حبيبي', 'بتعدي', 'قوام', 'حبيبي', 'شفت', 'الايام', 'حبيبي', 'اجمل', 'فكرت', 'كتير', 'الدنيا', 'هعيشها', 'معاك', 'حبيبي', 'هعيشها', 'لمين', 'اتخيلهاش', 'تحلاش', 'وجودك', 'ماليها', 'نور', 'شفت', 'الايام', 'حبيبي', 'بتعدي', 'قوام', 'حبيبي', 'شفت', 'الايام', 'حبيبي', 'اجمل', 'خلتني', 'اشوف', 'الدنيا', 'معاك', 'الاحلام', 'علمت', 'قلبي', 'يقول', 'حبيبي', 'ارق', 'كلام', 'شفت', 'الايام', 'حبيبي', 'بتعدي', 'قوام', 'حبيبي', 'شفت', 'الايام', 'حبيبي', 'اجمل', 'حبيبي', 'شفت', 'الايام', 'حبيبي', 'بتعدي', 'قوام', 'حبيبي', 'شفت', 'الايام', 'حبيبي']",Early 2010s,شادي,حسن,تامر,حسين
2014,شادي حسن,تامر حسين,جماله,"['قدام', 'عينيا', 'حلمت', 'الحياه', 'قلبي', 'شاورلي', 'حسيت', 'صدق', 'لقاه', 'الله', 'جماله', 'الله', 'قلبي', 'حاله', 'شاف', 'عيونه', 'تاه', 'شا', 'الله', 'اعيش', 'حياتي', 'معاه', 'الله', 'جماله', 'الله', 'قلبي', 'حاله', 'شاف', 'عيونه', 'تاه', 'شا', 'الله', 'اعيش', 'حياتي', 'معاه', 'يقدر', 'يقول', 'كلمتين', 'قصاد', 'العيون', 'يتوه', 'الكلام', 'برتب', 'كلامي', 'واعيد', 'مرتين', 'ويضحكلي', 'بنسي', 'فاكره', 'قوام', 'الله', 'جماله', 'الله', 'قلبي', 'حاله', 'شاف', 'عيونه', 'تاه', 'شا', 'الله', 'اعيش', 'حياتي', 'معاه', 'الله', 'جماله', 'الله', 'قلبي', 'حاله', 'شاف', 'عيونه', 'تاه', 'شا', 'الله', 'اعيش', 'حياتي', 'معاه', 'الله', 'جماله', 'الله', 'قلبي', 'حاله', 'شاف', 'عيونه', 'تاه', 'شا', 'الله', 'اعيش', 'حياتي', 'معاه', 'الله', 'جماله', 'الله', 'قلبي', 'حاله', 'شاف', 'عيونه', 'تاه', 'شا', 'الله', 'اعيش', 'حياتي', 'معاه', 'الله', 'جماله', 'الله', 'قلبي', 'حاله', 'شاف', 'عيونه', 'تاه', 'شا', 'الله', 'اعيش', 'حياتي', 'معاه', 'الله', 'جماله', 'الله', 'قلبي', 'حاله', 'شاف', 'عيونه', 'تاه', 'شا', 'الله', 'اعيش', 'حياتي', 'معاه']",Early 2010s,شادي,حسن,تامر,حسين
2014,تامر علي,تامر حسين,وهتبتدي الحكايات,"['وهتبتدي', 'الحكايات', 'عينيك', 'قالتلي', 'حاجات', 'واهو', 'علامات', 'خلاص', 'كفايه', 'سكات', 'وهتبتدي', 'الحكايات', 'عينيك', 'قالتلي', 'حاجات', 'واهو', 'علامات', 'خلاص', 'كفايه', 'سكات', 'احساس', 'جميل', 'صعب', 'اوصفه', 'تعرفه', 'قلبي', 'محلفه', 'يحب', 'يهوي', 'يحب', 'يهوي', 'يحب', 'يهوي', 'شفتك', 'نسيت', 'ومشيت', 'عينيا', 'مغمضه', 'فين', 'واخدني', 'معاك', 'روحك', 'الحلوه', 'روحك', 'الحلوه', 'روحك', 'الحلوه', 'وهتبتدي', 'الحكايات', 'عينيك', 'قالتلي', 'حاجات', 'واهو', 'علامات', 'خلاص', 'كفايه', 'سكات', 'هنضيعه', 'قلبك', 'وقلبي', 'اتجمعوا', 'والحب', 'يمنعه', 'اشواقنا', 'تغلبنا', 'اشواقنا', 'تغلبنا', 'اشواقنا', 'تغلبنا', 'مشوار', 'هنكمله', 'والعمر', 'هيجمله', 'كلمه', 'قلوبنا', 'كلمه', 'قلوبنا', 'كلمه', 'قلوبنا', 'وهتبتدي', 'الحكايات', 'عينيك', 'قالتلي', 'حاجات', 'واهو', 'علامات', 'خلاص', 'كفايه', 'سكات', 'وهتبتدي', 'الحكايات', 'عينيك', 'قالتلي', 'حاجات', 'واهو', 'علامات', 'خلاص', 'كفايه', 'سكات', 'وهتبتدي', 'الحكايات', 'عينيك', 'قالتلي', 'حاجات', 'واهو', 'علامات', 'خلاص', 'كفايه', 'سكات', 'وهتبتدي', 'الحكايات', 'عينيك', 'قالتلي', 'حاجات', 'واهو', 'علامات', 'خلاص', 'كفايه', 'سكات', 'وهتبتدي', 'الحكايات']",Early 2010s,تامر,علي,تامر,حسين
2014,إسلام زكي,تامر حسين,انا مش اناني,"['اناني', 'سيبتك', 'تعيش', 'الحياه', 'وفضلت', 'مستنيك', 'سنين', 'واقف', 'مكاني', 'تجيش', 'تلومني', 'النهارده', 'بقي', 'حياتي', 'اناني', 'سيبتك', 'تعيش', 'الحياه', 'وفضلت', 'مستنيك', 'سنين', 'واقف', 'مكاني', 'تجيش', 'تلومني', 'النهارده', 'بقي', 'حياتي', 'هفضل', 'مستني', 'حب', 'بتدور', 'الغياب', 'مافيش', 'عتاب', 'اتهز', 'هفضل', 'مستني', 'حب', 'بتدور', 'الغياب', 'مافيش', 'عتاب', 'اتهز', 'عايز', 'الحقيقه', 'اتملي', 'عينيك', 'وقلبك', 'غيرانين', 'وبقيت', 'ضيقه', 'انساني', 'فاكرني', 'ليك', 'طريقه', 'ايامنا', 'راحوا', 'اقدرش', 'اقولك', 'ينسي', 'قلبي', 'بكلمتين', 'تعبه', 'وجراحه', 'قالك', 'الحياه', 'وقفت', 'راحوا', 'هفضل', 'مستني', 'حب', 'بتدور', 'الغياب', 'مافيش', 'عتاب', 'اتهز', 'هفضل', 'مستني', 'حب', 'بتدور', 'الغياب', 'مافيش', 'عتاب', 'اتهز']",Early 2010s,إسلام,زكي,تامر,حسين
